Hour,Mall_Load_kWh,EV_Demand_kWh,Total_Demand_kWh
898,1838.72,211.35,2050.07
899,1576.05,188.70,1764.75
900,1576.05,150.96,1727.01
901,1576.05,135.87,1711.91
902,1576.05,150.96,1727.01
903,1576.05,166.06,1742.11
904,1838.72,188.70,2027.42
905,2101.40,211.35,2312.74
906,2101.40,188.70,2290.10
907,1838.72,150.96,1989.68
908,1576.05,113.22,1689.27
909,1313.37,75.48,1388.85
910,1050.70,60.39,1111.08
911,788.02,45.29,833.31
912,788.02,37.74,825.76
913,788.02,30.19,818.22
914,788.02,22.64,810.67
915,788.02,22.64,810.67
916,788.02,22.64,810.67
917,1050.70,37.74,1088.44
918,1313.37,75.48,1388.85
919,1576.05,135.87,1711.91
920,1838.72,188.70,2027.42
921,1838.72,211.35,2050.07
922,1838.72,211.35,2050.07
923,1576.05,188.70,1764.75
924,1576.05,150.96,1727.01
925,1576.05,135.87,1711.91
926,1576.05,150.96,1727.01
927,1576.05,166.06,1742.11
928,1838.72,188.70,2027.42
929,2101.40,211.35,2312.74
930,2101.40,188.70,2290.10
931,1838.72,150.96,1989.68
932,1576.05,113.22,1689.27
933,1313.37,75.48,1388.85
934,1050.70,60.39,1111.08
935,788.02,45.29,833.31
936,788.02,37.74,825.76
937,788.02,30.19,818.22
938,788.02,22.64,810.67
939,788.02,22.64,810.67
940,788.02,22.64,810.67
941,1050.70,37.74,1088.44
942,1313.37,75.48,1388.85
943,1576.05,135.87,1711.91
944,1838.72,188.70,2027.42
945,1838.72,211.35,2050.07
946,1838.72,211.35,2050.07
947,1576.05,188.70,1764.75
948,1576.05,150.96,1727.01
949,1576.05,135.87,1711.91
950,1576.05,150.96,1727.01
951,1576.05,166.06,1742.11
952,1838.72,188.70,2027.42
953,2101.40,211.35,2312.74
954,2101.40,188.70,2290.10
955,1838.72,150.96,1989.68
956,1576.05,113.22,1689.27
957,1313.37,75.48,1388.85
958,1050.70,60.39,1111.08
959,788.02,45.29,833.31
960,788.02,37.74,825.76
961,788.02,30.19,818.22
962,788.02,22.64,810.67
963,788.02,22.64,810.67
964,788.02,22.64,810.67
965,1050.70,37.74,1088.44
966,1313.37,75.48,1388.85
967,1576.05,135.87,1711.91
968,1838.72,188.70,2027.42
969,1838.72,211.35,2050.07
970,1838.72,211.35,2050.07
971,1576.05,188.70,1764.75
972,1576.05,150.96,1727.01
973,1576.05,135.87,1711.91
974,1576.05,150.96,1727.01
975,1576.05,166.06,1742.11
976,1838.72,188.70,2027.42
977,2101.40,211.35,2312.74
978,2101.40,188.70,2290.10
979,1838.72,150.96,1989.68
980,1576.05,113.22,1689.27
981,1313.37,75.48,1388.85
982,1050.70,60.39,1111.08
983,788.02,45.29,833.31
984,788.02,37.74,825.76
985,788.02,30.19,818.22
986,788.02,22.64,810.67
987,788.02,22.64,810.67
988,788.02,22.64,810.67
989,1050.70,37.74,1088.44
990,1313.37,75.48,1388.85
991,1576.05,135.87,1711.91
992,1838.72,188.70,2027.42
993,1838.72,211.35,2050.07
994,1838.72,211.35,2050.07
995,1576.05,188.70,1764.75
996,1576.05,150.96,1727.01
997,1576.05,135.87,1711.91
998,1576.05,150.96,1727.01
999,1576.05,166.06,1742.11
1000,1838.72,188.70,2027.42
1001,2101.40,211.35,2312.74
1002,2101.40,188.70,2290.10
1003,1838.72,150.96,1989.68
1004,1576.05,113.22,1689.27
1005,1313.37,75.48,1388.85
1006,1050.70,60.39,1111.08
1007,788.02,45.29,833.31
1008,788.02,37.74,825.76
1009,788.02,30.19,818.22
1010,788.02,22.64,810.67
1011,788.02,22.64,810.67
1012,788.02,22.64,810.67
1013,1050.70,37.74,1088.44
1014,1313.37,75.48,1388.85
1015,1576.05,135.87,1711.91
1016,1838.72,188.70,2027.42
1017,1838.72,211.35,2050.07
1018,1838.72,211.35,2050.07
1019,1576.05,188.70,1764.75
1020,1576.05,150.96,1727.01
1021,1576.05,135.87,1711.91
1022,1576.05,150.96,1727.01
1023,1576.05,166.06,1742.11
1024,1838.72,188.70,2027.42
1025,2101.40,211.35,2312.74
1026,2101.40,188.70,2290.10
1027,1838.72,150.96,1989.68
1028,1576.05,113.22,1689.27
1029,1313.37,75.48,1388.85
1030,1050.70,60.39,1111.08
1031,788.02,45.29,833.31
1032,788.02,37.74,825.76
1033,788.02,30.19,818.22
1034,788.02,22.64,810.67
1035,788.02,22.64,810.67
1036,788.02,22.64,810.67
1037,1050.70,37.74,1088.44
1038,1313.37,75.48,1388.85
1039,1576.05,135.87,1711.91
1040,1838.72,188.70,2027.42
1041,1838.72,211.35,2050.07
1042,1838.72,211.35,2050.07
1043,1576.05,188.70,1764.75
1044,1576.05,150.96,1727.01
1045,1576.05,135.87,1711.91
1046,1576.05,150.96,1727.01
1047,1576.05,166.06,1742.11
1048,1838.72,188.70,2027.42
1049,2101.40,211.35,2312.74
1050,2101.40,188.70,2290.10
1051,1838.72,150.96,1989.68
1052,1576.05,113.22,1689.27
1053,1313.37,75.48,1388.85
1054,1050.70,60.39,1111.08
1055,788.02,45.29,833.31
1056,788.02,37.74,825.76
1057,788.02,30.19,818.22
1058,788.02,22.64,810.67
1059,788.02,22.64,810.67
1060,788.02,22.64,810.67
1061,1050.70,37.74,1088.44
1062,1313.37,75.48,1388.85
1063,1576.05,135.87,1711.91
1064,1838.72,188.70,2027.42
1065,1838.72,211.35,2050.07
1066,1838.72,211.35,2050.07
1067,1576.05,188.70,1764.75
1068,1576.05,150.96,1727.01
1069,1576.05,135.87,1711.91
1070,1576.05,150.96,1727.01
1071,1576.05,166.06,1742.11
1072,1838.72,188.70,2027.42
1073,2101.40,211.35,2312.74
1074,2101.40,188.70,2290.10
1075,1838.72,150.96,1989.68
1076,1576.05,113.22,1689.27
1077,1313.37,75.48,1388.85
1078,1050.70,60.39,1111.08
1079,788.02,45.29,833.31
1080,788.02,37.74,825.76
1081,788.02,30.19,818.22
1082,788.02,22.64,810.67
1083,788.02,22.64,810.67
1084,788.02,22.64,810.67
1085,1050.70,37.74,1088.44
1086,1313.37,75.48,1388.85
1087,1576.05,135.87,1711.91
1088,1838.72,188.70,2027.42
1089,1838.72,211.35,2050.07
1090,1838.72,211.35,2050.07
1091,1576.05,188.70,1764.75
1092,1576.05,150.96,1727.01
1093,1576.05,135.87,1711.91
1094,1576.05,150.96,1727.01
1095,1576.05,166.06,1742.11
1096,1838.72,188.70,2027.42
1097,2101.40,211.35,2312.74
1098,2101.40,188.70,2290.10
1099,1838.72,150.96,1989.68
1100,1576.05,113.22,1689.27
1101,1313.37,75.48,1388.85
1102,1050.70,60.39,1111.08
1103,788.02,45.29,833.31
1104,788.02,37.74,825.76
1105,788.02,30.19,818.22
1106,788.02,22.64,810.67
1107,788.02,22.64,810.67
1108,788.02,22.64,810.67
1109,1050.70,37.74,1088.44
1110,1313.37,75.48,1388.85
1111,1576.05,135.87,1711.91
1112,1838.72,188.70,2027.42
1113,1838.72,211.35,2050.07
1114,1838.72,211.35,2050.07
1115,1576.05,188.70,1764.75
1116,1576.05,150.96,1727.01
1117,1576.05,135.87,1711.91
1118,1576.05,150.96,1727.01
1119,1576.05,166.06,1742.11
1120,1838.72,188.70,2027.42
1121,2101.40,211.35,2312.74
1122,2101.40,188.70,2290.10
1123,1838.72,150.96,1989.68
1124,1576.05,113.22,1689.27
1125,1313.37,75.48,1388.85
1126,1050.70,60.39,1111.08
1127,788.02,45.29,833.31
1128,788.02,37.74,825.76
1129,788.02,30.19,818.22
1130,788.02,22.64,810.67
1131,788.02,22.64,810.67
1132,788.02,22.64,810.67
1133,1050.70,37.74,1088.44
1134,1313.37,75.48,1388.85
1135,1576.05,135.87,1711.91
1136,1838.72,188.70,2027.42
1137,1838.72,211.35,2050.07
1138,1838.72,211.35,2050.07
1139,1576.05,188.70,1764.75
1140,1576.05,150.96,1727.01
1141,1576.05,135.87,1711.91
1142,1576.05,150.96,1727.01
1143,1576.05,166.06,1742.11
1144,1838.72,188.70,2027.42
1145,2101.40,211.35,2312.74
1146,2101.40,188.70,2290.10
1147,1838.72,150.96,1989.68
1148,1576.05,113.22,1689.27
1149,1313.37,75.48,1388.85
1150,1050.70,60.39,1111.08
1151,788.02,45.29,833.31
1152,788.02,37.74,825.76
1153,788.02,30.19,818.22
1154,788.02,22.64,810.67
1155,788.02,22.64,810.67
1156,788.02,22.64,810.67
1157,1050.70,37.74,1088.44
1158,1313.37,75.48,1388.85
1159,1576.05,135.87,1711.91
1160,1838.72,188.70,2027.42
1161,1838.72,211.35,2050.07
1162,1838.72,211.35,2050.07
1163,1576.05,188.70,1764.75
1164,1576.05,150.96,1727.01
1165,1576.05,135.87,1711.91
1166,1576.05,150.96,1727.01
1167,1576.05,166.06,1742.11
1168,1838.72,188.70,2027.42
1169,2101.40,211.35,2312.74
1170,2101.40,188.70,2290.10
1171,1838.72,150.96,1989.68
1172,1576.05,113.22,1689.27
1173,1313.37,75.48,1388.85
1174,1050.70,60.39,1111.08
1175,788.02,45.29,833.31
1176,788.02,37.74,825.76
1177,788.02,30.19,818.22
1178,788.02,22.64,810.67
1179,788.02,22.64,810.67
1180,788.02,22.64,810.67
1181,1050.70,37.74,1088.44
1182,1313.37,75.48,1388.85
1183,1576.05,135.87,1711.91
1184,1838.72,188.70,2027.42
1185,1838.72,211.35,2050.07
1186,1838.72,211.35,2050.07
1187,1576.05,188.70,1764.75
1188,1576.05,150.96,1727.01
1189,1576.05,135.87,1711.91
1190,1576.05,150.96,1727.01
1191,1576.05,166.06,1742.11
1192,1838.72,188.70,2027.42
1193,2101.40,211.35,2312.74
1194,2101.40,188.70,2290.10
1195,1838.72,150.96,1989.68
1196,1576.05,113.22,1689.27
1197,1313.37,75.48,1388.85
1198,1050.70,60.39,1111.08
1199,788.02,45.29,833.31
1200,788.02,37.74,825.76
1201,788.02,30.19,818.22
1202,788.02,22.64,810.67
1203,788.02,22.64,810.67
1204,788.02,22.64,810.67
1205,1050.70,37.74,1088.44
1206,1313.37,75.48,1388.85
1207,1576.05,135.87,1711.91
1208,1838.72,188.70,2027.42
1209,1838.72,211.35,2050.07
1210,1838.72,211.35,2050.07
1211,1576.05,188.70,1764.75
1212,1576.05,150.96,1727.01
1213,1576.05,135.87,1711.91
1214,1576.05,150.96,1727.01
1215,1576.05,166.06,1742.11
1216,1838.72,188.70,2027.42
1217,2101.40,211.35,2312.74
1218,2101.40,188.70,2290.10
1219,1838.72,150.96,1989.68
1220,1576.05,113.22,1689.27
1221,1313.37,75.48,1388.85
1222,1050.70,60.39,1111.08
1223,788.02,45.29,833.31
1224,788.02,37.74,825.76
1225,788.02,30.19,818.22
1226,788.02,22.64,810.67
1227,788.02,22.64,810.67
1228,788.02,22.64,810.67
1229,1050.70,37.74,1088.44
1230,1313.37,75.48,1388.85
1231,1576.05,135.87,1711.91
1232,1838.72,188.70,2027.42
1233,1838.72,211.35,2050.07
1234,1838.72,211.35,2050.07
1235,1576.05,188.70,1764.75
1236,1576.05,150.96,1727.01
1237,1576.05,135.87,1711.91
1238,1576.05,150.96,1727.01
1239,1576.05,166.06,1742.11
1240,1838.72,188.70,2027.42
1241,2101.40,211.35,2312.74
1242,2101.40,188.70,2290.10
1243,1838.72,150.96,1989.68
1244,1576.05,113.22,1689.27
1245,1313.37,75.48,1388.85
1246,1050.70,60.39,1111.08
1247,788.02,45.29,833.31
1248,788.02,37.74,825.76
1249,788.02,30.19,818.22
1250,788.02,22.64,810.67
1251,788.02,22.64,810.67
1252,788.02,22.64,810.67
1253,1050.70,37.74,1088.44
1254,1313.37,75.48,1388.85
1255,1576.05,135.87,1711.91
1256,1838.72,188.70,2027.42
1257,1838.72,211.35,2050.07
1258,1838.72,211.35,2050.07
1259,1576.05,188.70,1764.75
1260,1576.05,150.96,1727.01
1261,1576.05,135.87,1711.91
1262,1576.05,150.96,1727.01
1263,1576.05,166.06,1742.11
1264,1838.72,188.70,2027.42
1265,2101.40,211.35,2312.74
1266,2101.40,188.70,2290.10
1267,1838.72,150.96,1989.68
1268,1576.05,113.22,1689.27
1269,1313.37,75.48,1388.85
1270,1050.70,60.39,1111.08
1271,788.02,45.29,833.31
1272,788.02,37.74,825.76
1273,788.02,30.19,818.22
1274,788.02,22.64,810.67
1275,788.02,22.64,810.67
1276,788.02,22.64,810.67
1277,1050.70,37.74,1088.44
1278,1313.37,75.48,1388.85
1279,1576.05,135.87,1711.91
1280,1838.72,188.70,2027.42
1281,1838.72,211.35,2050.07
1282,1838.72,211.35,2050.07
1283,1576.05,188.70,1764.75
1284,1576.05,150.96,1727.01
1285,1576.05,135.87,1711.91
1286,1576.05,150.96,1727.01
1287,1576.05,166.06,1742.11
1288,1838.72,188.70,2027.42
1289,2101.40,211.35,2312.74
1290,2101.40,188.70,2290.10
1291,1838.72,150.96,1989.68
1292,1576.05,113.22,1689.27
1293,1313.37,75.48,1388.85
1294,1050.70,60.39,1111.08
1295,788.02,45.29,833.31
1296,788.02,37.74,825.76
1297,788.02,30.19,818.22
1298,788.02,22.64,810.67
1299,788.02,22.64,810.67
1300,788.02,22.64,810.67
1301,1050.70,37.74,1088.44
1302,1313.37,75.48,1388.85
1303,1576.05,135.87,1711.91
1304,1838.72,188.70,2027.42
1305,1838.72,211.35,2050.07
1306,1838.72,211.35,2050.07
1307,1576.05,188.70,1764.75
1308,1576.05,150.96,1727.01
1309,1576.05,135.87,1711.91
1310,1576.05,150.96,1727.01
1311,1576.05,166.06,1742.11
1312,1838.72,188.70,2027.42
1313,2101.40,211.35,2312.74
1314,2101.40,188.70,2290.10
1315,1838.72,150.96,1989.68
1316,1576.05,113.22,1689.27
1317,1313.37,75.48,1388.85
1318,1050.70,60.39,1111.08
1319,788.02,45.29,833.31
1320,788.02,37.74,825.76
1321,788.02,30.19,818.22
1322,788.02,22.64,810.67
1323,788.02,22.64,810.67
1324,788.02,22.64,810.67
1325,1050.70,37.74,1088.44
1326,1313.37,75.48,1388.85
1327,1576.05,135.87,1711.91
1328,1838.72,188.70,2027.42
1329,1838.72,211.35,2050.07
1330,1838.72,211.35,2050.07
1331,1576.05,188.70,1764.75
1332,1576.05,150.96,1727.01
1333,1576.05,135.87,1711.91
1334,1576.05,150.96,1727.01
1335,1576.05,166.06,1742.11
1336,1838.72,188.70,2027.42
1337,2101.40,211.35,2312.74
1338,2101.40,188.70,2290.10
1339,1838.72,150.96,1989.68
1340,1576.05,113.22,1689.27
1341,1313.37,75.48,1388.85
1342,1050.70,60.39,1111.08
1343,788.02,45.29,833.31
1344,788.02,37.74,825.76
1345,788.02,30.19,818.22
1346,788.02,22.64,810.67
1347,788.02,22.64,810.67
1348,788.02,22.64,810.67
1349,1050.70,37.74,1088.44
1350,1313.37,75.48,1388.85
1351,1576.05,135.87,1711.91
1352,1838.72,188.70,2027.42
1353,1838.72,211.35,2050.07
1354,1838.72,211.35,2050.07
1355,1576.05,188.70,1764.75
1356,1576.05,150.96,1727.01
1357,1576.05,135.87,1711.91
1358,1576.05,150.96,1727.01
1359,1576.05,166.06,1742.11
1360,1838.72,188.70,2027.42
1361,2101.40,211.35,2312.74
1362,2101.40,188.70,2290.10
1363,1838.72,150.96,1989.68
1364,1576.05,113.22,1689.27
1365,1313.37,75.48,1388.85
1366,1050.70,60.39,1111.08
1367,788.02,45.29,833.31
1368,788.02,37.74,825.76
1369,788.02,30.19,818.22
1370,788.02,22.64,810.67
1371,788.02,22.64,810.67
1372,788.02,22.64,810.67
1373,1050.70,37.74,1088.44
1374,1313.37,75.48,1388.85
1375,1576.05,135.87,1711.91
1376,1838.72,188.70,2027.42
1377,1838.72,211.35,2050.07
1378,1838.72,211.35,2050.07
1379,1576.05,188.70,1764.75
1380,1576.05,150.96,1727.01
1381,1576.05,135.87,1711.91
1382,1576.05,150.96,1727.01
1383,1576.05,166.06,1742.11
1384,1838.72,188.70,2027.42
1385,2101.40,211.35,2312.74
1386,2101.40,188.70,2290.10
1387,1838.72,150.96,1989.68
1388,1576.05,113.22,1689.27
1389,1313.37,75.48,1388.85
1390,1050.70,60.39,1111.08
1391,788.02,45.29,833.31
1392,788.02,37.74,825.76
1393,788.02,30.19,818.22
1394,788.02,22.64,810.67
1395,788.02,22.64,810.67
1396,788.02,22.64,810.67
1397,1050.70,37.74,1088.44
1398,1313.37,75.48,1388.85
1399,1576.05,135.87,1711.91
1400,1838.72,188.70,2027.42
1401,1838.72,211.35,2050.07
1402,1838.72,211.35,2050.07
1403,1576.05,188.70,1764.75
1404,1576.05,150.96,1727.01
1405,1576.05,135.87,1711.91
1406,1576.05,150.96,1727.01
1407,1576.05,166.06,1742.11
1408,1838.72,188.70,2027.42
1409,2101.40,211.35,2312.74
1410,2101.40,188.70,2290.10
1411,1838.72,150.96,1989.68
1412,1576.05,113.22,1689.27
1413,1313.37,75.48,1388.85
1414,1050.70,60.39,1111.08
1415,788.02,45.29,833.31
1416,788.02,37.74,825.76
1417,788.02,30.19,818.22
1418,788.02,22.64,810.67
1419,788.02,22.64,810.67
1420,788.02,22.64,810.67
1421,1050.70,37.74,1088.44
1422,1313.37,75.48,1388.85
1423,1576.05,135.87,1711.91
1424,1838.72,188.70,2027.42
1425,1838.72,211.35,2050.07
1426,1838.72,211.35,2050.07
1427,1576.05,188.70,1764.75
1428,1576.05,150.96,1727.01
1429,1576.05,135.87,1711.91
1430,1576.05,150.96,1727.01
1431,1576.05,166.06,1742.11
1432,1838.72,188.70,2027.42
1433,2101.40,211.35,2312.74
1434,2101.40,188.70,2290.10
1435,1838.72,150.96,1989.68
1436,1576.05,113.22,1689.27
1437,1313.37,75.48,1388.85
1438,1050.70,60.39,1111.08
1439,788.02,45.29,833.31
1440,788.02,37.74,825.76
1441,788.02,30.19,818.22
1442,788.02,22.64,810.67
1443,788.02,22.64,810.67
1444,788.02,22.64,810.67
1445,1050.70,37.74,1088.44
1446,1313.37,75.48,1388.85
1447,1576.05,135.87,1711.91
1448,1838.72,188.70,2027.42
1449,1838.72,211.35,2050.07
1450,1838.72,211.35,2050.07
1451,1576.05,188.70,1764.75
1452,1576.05,150.96,1727.01
1453,1576.05,135.87,1711.91
1454,1576.05,150.96,1727.01
1455,1576.05,166.06,1742.11
1456,1838.72,188.70,2027.42
1457,2101.40,211.35,2312.74
1458,2101.40,188.70,2290.10
1459,1838.72,150.96,1989.68
1460,1576.05,113.22,1689.27
1461,1313.37,75.48,1388.85
1462,1050.70,60.39,1111.08
1463,788.02,45.29,833.31
1464,788.02,37.74,825.76
1465,788.02,30.19,818.22
1466,788.02,22.64,810.67
1467,788.02,22.64,810.67
1468,788.02,22.64,810.67
1469,1050.70,37.74,1088.44
1470,1313.37,75.48,1388.85
1471,1576.05,135.87,1711.91
1472,1838.72,188.70,2027.42
1473,1838.72,211.35,2050.07
1474,1838.72,211.35,2050.07
1475,1576.05,188.70,1764.75
1476,1576.05,150.96,1727.01
1477,1576.05,135.87,1711.91
1478,1576.05,150.96,1727.01
1479,1576.05,166.06,1742.11
1480,1838.72,188.70,2027.42
1481,2101.40,211.35,2312.74
1482,2101.40,188.70,2290.10
1483,1838.72,150.96,1989.68
1484,1576.05,113.22,1689.27
1485,1313.37,75.48,1388.85
1486,1050.70,60.39,1111.08
1487,788.02,45.29,833.31
1488,788.02,37.74,825.76
1489,788.02,30.19,818.22
1490,788.02,22.64,810.67
1491,788.02,22.64,810.67
1492,788.02,22.64,810.67
1493,1050.70,37.74,1088.44
1494,1313.37,75.48,1388.85
1495,1576.05,135.87,1711.91
1496,1838.72,188.70,2027.42
1497,1838.72,211.35,2050.07
1498,1838.72,211.35,2050.07
1499,1576.05,188.70,1764.75
1500,1576.05,150.96,1727.01
1501,1576.05,135.87,1711.91
1502,1576.05,150.96,1727.01
1503,1576.05,166.06,1742.11
1504,1838.72,188.70,2027.42
1505,2101.40,211.35,2312.74
1506,2101.40,188.70,2290.10
1507,1838.72,150.96,1989.68
1508,1576.05,113.22,1689.27
1509,1313.37,75.48,1388.85
1510,1050.70,60.39,1111.08
1511,788.02,45.29,833.31
1512,788.02,37.74,825.76
1513,788.02,30.19,818.22
1514,788.02,22.64,810.67
1515,788.02,22.64,810.67
1516,788.02,22.64,810.67
1517,1050.70,37.74,1088.44
1518,1313.37,75.48,1388.85
1519,1576.05,135.87,1711.91
1520,1838.72,188.70,2027.42
1521,1838.72,211.35,2050.07
1522,1838.72,211.35,2050.07
1523,1576.05,188.70,1764.75
1524,1576.05,150.96,1727.01
1525,1576.05,135.87,1711.91
1526,1576.05,150.96,1727.01
1527,1576.05,166.06,1742.11
1528,1838.72,188.70,2027.42
1529,2101.40,211.35,2312.74
1530,2101.40,188.70,2290.10
1531,1838.72,150.96,1989.68
1532,1576.05,113.22,1689.27
1533,1313.37,75.48,1388.85
1534,1050.70,60.39,1111.08
1535,788.02,45.29,833.31
1536,788.02,37.74,825.76
1537,788.02,30.19,818.22
1538,788.02,22.64,810.67
1539,788.02,22.64,810.67
1540,788.02,22.64,810.67
1541,1050.70,37.74,1088.44
1542,1313.37,75.48,1388.85
1543,1576.05,135.87,1711.91
1544,1838.72,188.70,2027.42
1545,1838.72,211.35,2050.07
1546,1838.72,211.35,2050.07
1547,1576.05,188.70,1764.75
1548,1576.05,150.96,1727.01
1549,1576.05,135.87,1711.91
1550,1576.05,150.96,1727.01
1551,1576.05,166.06,1742.11
1552,1838.72,188.70,2027.42
1553,2101.40,211.35,2312.74
1554,2101.40,188.70,2290.10
1555,1838.72,150.96,1989.68
1556,1576.05,113.22,1689.27
1557,1313.37,75.48,1388.85
1558,1050.70,60.39,1111.08
1559,788.02,45.29,833.31
1560,788.02,37.74,825.76
1561,788.02,30.19,818.22
1562,788.02,22.64,810.67
1563,788.02,22.64,810.67
1564,788.02,22.64,810.67
1565,1050.70,37.74,1088.44
1566,1313.37,75.48,1388.85
1567,1576.05,135.87,1711.91
1568,1838.72,188.70,2027.42
1569,1838.72,211.35,2050.07
1570,1838.72,211.35,2050.07
1571,1576.05,188.70,1764.75
1572,1576.05,150.96,1727.01
1573,1576.05,135.87,1711.91
1574,1576.05,150.96,1727.01
1575,1576.05,166.06,1742.11
1576,1838.72,188.70,2027.42
1577,2101.40,211.35,2312.74
1578,2101.40,188.70,2290.10
1579,1838.72,150.96,1989.68
1580,1576.05,113.22,1689.27
1581,1313.37,75.48,1388.85
1582,1050.70,60.39,1111.08
1583,788.02,45.29,833.31
1584,788.02,37.74,825.76
1585,788.02,30.19,818.22
1586,788.02,22.64,810.67
1587,788.02,22.64,810.67
1588,788.02,22.64,810.67
1589,1050.70,37.74,1088.44
1590,1313.37,75.48,1388.85
1591,1576.05,135.87,1711.91
1592,1838.72,188.70,2027.42
1593,1838.72,211.35,2050.07
1594,1838.72,211.35,2050.07
1595,1576.05,188.70,1764.75
1596,1576.05,150.96,1727.01
1597,1576.05,135.87,1711.91
1598,1576.05,150.96,1727.01
1599,1576.05,166.06,1742.11
1600,1838.72,188.70,2027.42
1601,2101.40,211.35,2312.74
1602,2101.40,188.70,2290.10
1603,1838.72,150.96,1989.68
1604,1576.05,113.22,1689.27
1605,1313.37,75.48,1388.85
1606,1050.70,60.39,1111.08
1607,788.02,45.29,833.31
1608,788.02,37.74,825.76
1609,788.02,30.19,818.22
1610,788.02,22.64,810.67
1611,788.02,22.64,810.67
1612,788.02,22.64,810.67
1613,1050.70,37.74,1088.44
1614,1313.37,75.48,1388.85
1615,1576.05,135.87,1711.91
1616,1838.72,188.70,2027.42
1617,1838.72,211.35,2050.07
1618,1838.72,211.35,2050.07
1619,1576.05,188.70,1764.75
1620,1576.05,150.96,1727.01
1621,1576.05,135.87,1711.91
1622,1576.05,150.96,1727.01
1623,1576.05,166.06,1742.11
1624,1838.72,188.70,2027.42
1625,2101.40,211.35,2312.74
1626,2101.40,188.70,2290.10
1627,1838.72,150.96,1989.68
1628,1576.05,113.22,1689.27
1629,1313.37,75.48,1388.85
1630,1050.70,60.39,1111.08
1631,788.02,45.29,833.31
1632,788.02,37.74,825.76
1633,788.02,30.19,818.22
1634,788.02,22.64,810.67
1635,788.02,22.64,810.67
1636,788.02,22.64,810.67
1637,1050.70,37.74,1088.44
1638,1313.37,75.48,1388.85
1639,1576.05,135.87,1711.91
1640,1838.72,188.70,2027.42
1641,1838.72,211.35,2050.07
1642,1838.72,211.35,2050.07
1643,1576.05,188.70,1764.75
1644,1576.05,150.96,1727.01
1645,1576.05,135.87,1711.91
1646,1576.05,150.96,1727.01
1647,1576.05,166.06,1742.11
1648,1838.72,188.70,2027.42
1649,2101.40,211.35,2312.74
1650,2101.40,188.70,2290.10
1651,1838.72,150.96,1989.68
1652,1576.05,113.22,1689.27
1653,1313.37,75.48,1388.85
1654,1050.70,60.39,1111.08
1655,788.02,45.29,833.31
1656,788.02,37.74,825.76
1657,788.02,30.19,818.22
1658,788.02,22.64,810.67
1659,788.02,22.64,810.67
1660,788.02,22.64,810.67
1661,1050.70,37.74,1088.44
1662,1313.37,75.48,1388.85
1663,1576.05,135.87,1711.91
1664,1838.72,188.70,2027.42
1665,1838.72,211.35,2050.07
1666,1838.72,211.35,2050.07
1667,1576.05,188.70,1764.75
1668,1576.05,150.96,1727.01
1669,1576.05,135.87,1711.91
1670,1576.05,150.96,1727.01
1671,1576.05,166.06,1742.11
1672,1838.72,188.70,2027.42
1673,2101.40,211.35,2312.74
1674,2101.40,188.70,2290.10
1675,1838.72,150.96,1989.68
1676,1576.05,113.22,1689.27
1677,1313.37,75.48,1388.85
1678,1050.70,60.39,1111.08
1679,788.02,45.29,833.31
1680,788.02,37.74,825.76
1681,788.02,30.19,818.22
1682,788.02,22.64,810.67
1683,788.02,22.64,810.67
1684,788.02,22.64,810.67
1685,1050.70,37.74,1088.44
1686,1313.37,75.48,1388.85
1687,1576.05,135.87,1711.91
1688,1838.72,188.70,2027.42
1689,1838.72,211.35,2050.07
1690,1838.72,211.35,2050.07
1691,1576.05,188.70,1764.75
1692,1576.05,150.96,1727.01
1693,1576.05,135.87,1711.91
1694,1576.05,150.96,1727.01
1695,1576.05,166.06,1742.11
1696,1838.72,188.70,2027.42
1697,2101.40,211.35,2312.74
1698,2101.40,188.70,2290.10
1699,1838.72,150.96,1989.68
1700,1576.05,113.22,1689.27
