Hour,PV_Generation_kWh,Total_Demand_kWh,Solar_Surplus_Deficit_kWh,PV_Coverage_Percent
690,0.00,2290.10,-2290.10,0.00
691,0.00,1989.68,-1989.68,0.00
692,0.00,1689.27,-1689.27,0.00
693,0.00,1388.85,-1388.85,0.00
694,0.00,1111.08,-1111.08,0.00
695,0.00,833.31,-833.31,0.00
696,0.00,825.76,-825.76,0.00
697,0.00,818.22,-818.22,0.00
698,0.00,810.67,-810.67,0.00
699,0.00,810.67,-810.67,0.00
700,0.00,810.67,-810.67,0.00
701,352.87,1088.44,-735.57,32.42
702,599.86,1388.85,-788.99,43.19
703,939.81,1711.91,-772.10,54.90
704,1356.99,2027.42,-670.43,66.93
705,1805.76,2050.07,-244.30,88.08
706,2214.59,2050.07,164.52,108.03
707,2503.06,1764.75,738.31,141.84
708,2607.34,1727.01,880.33,150.97
709,2503.06,1711.91,791.15,146.21
710,2214.59,1727.01,487.58,128.23
711,1805.76,1742.11,63.66,103.65
712,1356.99,2027.42,-670.43,66.93
713,939.81,2312.74,-1372.93,40.64
714,0.00,2290.10,-2290.10,0.00
715,0.00,1989.68,-1989.68,0.00
716,0.00,1689.27,-1689.27,0.00
717,0.00,1388.85,-1388.85,0.00
718,0.00,1111.08,-1111.08,0.00
719,0.00,833.31,-833.31,0.00
720,0.00,825.76,-825.76,0.00
721,0.00,818.22,-818.22,0.00
722,0.00,810.67,-810.67,0.00
723,0.00,810.67,-810.67,0.00
724,0.00,810.67,-810.67,0.00
725,353.07,1088.44,-735.37,32.44
726,600.21,1388.85,-788.64,43.22
727,940.36,1711.91,-771.55,54.93
728,1357.79,2027.42,-669.63,66.97
729,1806.83,2050.07,-243.24,88.14
730,2215.89,2050.07,165.82,108.09
731,2504.54,1764.75,739.79,141.92
732,2608.88,1727.01,881.87,151.06
733,2504.54,1711.91,792.62,146.30
734,2215.89,1727.01,488.88,128.31
735,1806.83,1742.11,64.72,103.72
736,1357.79,2027.42,-669.63,66.97
737,940.36,2312.74,-1372.38,40.66
738,0.00,2290.10,-2290.10,0.00
739,0.00,1989.68,-1989.68,0.00
740,0.00,1689.27,-1689.27,0.00
741,0.00,1388.85,-1388.85,0.00
742,0.00,1111.08,-1111.08,0.00
743,0.00,833.31,-833.31,0.00
744,0.00,825.76,-825.76,0.00
745,0.00,818.22,-818.22,0.00
746,0.00,810.67,-810.67,0.00
747,0.00,810.67,-810.67,0.00
748,0.00,810.67,-810.67,0.00
749,353.29,1088.44,-735.15,32.46
750,600.57,1388.85,-788.28,43.24
751,940.93,1711.91,-770.98,54.96
752,1358.61,2027.42,-668.82,67.01
753,1807.91,2050.07,-242.16,88.19
754,2217.22,2050.07,167.15,108.15
755,2506.04,1764.75,741.29,142.01
756,2610.44,1727.01,883.43,151.15
757,2506.04,1711.91,794.13,146.39
758,2217.22,1727.01,490.21,128.39
759,1807.91,1742.11,65.81,103.78
760,1358.61,2027.42,-668.82,67.01
761,940.93,2312.74,-1371.81,40.68
762,0.00,2290.10,-2290.10,0.00
763,0.00,1989.68,-1989.68,0.00
764,0.00,1689.27,-1689.27,0.00
765,0.00,1388.85,-1388.85,0.00
766,0.00,1111.08,-1111.08,0.00
767,0.00,833.31,-833.31,0.00
768,0.00,825.76,-825.76,0.00
769,0.00,818.22,-818.22,0.00
770,0.00,810.67,-810.67,0.00
771,0.00,810.67,-810.67,0.00
772,0.00,810.67,-810.67,0.00
773,353.50,1088.44,-734.94,32.48
774,600.94,1388.85,-787.91,43.27
775,941.50,1711.91,-770.41,55.00
776,1359.44,2027.42,-667.99,67.05
777,1809.02,2050.07,-241.05,88.24
778,2218.58,2050.07,168.51,108.22
779,2507.57,1764.75,742.82,142.09
780,2612.04,1727.01,885.03,151.25
781,2507.57,1711.91,795.66,146.48
782,2218.58,1727.01,491.57,128.46
783,1809.02,1742.11,66.91,103.84
784,1359.44,2027.42,-667.99,67.05
785,941.50,2312.74,-1371.24,40.71
786,0.00,2290.10,-2290.10,0.00
787,0.00,1989.68,-1989.68,0.00
788,0.00,1689.27,-1689.27,0.00
789,0.00,1388.85,-1388.85,0.00
790,0.00,1111.08,-1111.08,0.00
791,0.00,833.31,-833.31,0.00
792,0.00,825.76,-825.76,0.00
793,0.00,818.22,-818.22,0.00
794,0.00,810.67,-810.67,0.00
795,0.00,810.67,-810.67,0.00
796,0.00,810.67,-810.67,0.00
797,353.72,1088.44,-734.72,32.50
798,601.32,1388.85,-787.54,43.30
799,942.09,1711.91,-769.82,55.03
800,1360.28,2027.42,-667.14,67.09
801,1810.14,2050.07,-239.93,88.30
802,2219.96,2050.07,169.89,108.29
803,2509.13,1764.75,744.38,142.18
804,2613.66,1727.01,886.65,151.34
805,2509.13,1711.91,797.22,146.57
806,2219.96,1727.01,492.95,128.54
807,1810.14,1742.11,68.04,103.91
808,1360.28,2027.42,-667.14,67.09
809,942.09,2312.74,-1370.65,40.73
810,0.00,2290.10,-2290.10,0.00
811,0.00,1989.68,-1989.68,0.00
812,0.00,1689.27,-1689.27,0.00
813,0.00,1388.85,-1388.85,0.00
814,0.00,1111.08,-1111.08,0.00
815,0.00,833.31,-833.31,0.00
816,0.00,825.76,-825.76,0.00
817,0.00,818.22,-818.22,0.00
818,0.00,810.67,-810.67,0.00
819,0.00,810.67,-810.67,0.00
820,0.00,810.67,-810.67,0.00
821,353.94,1088.44,-734.49,32.52
822,601.70,1388.85,-787.16,43.32
823,942.68,1711.91,-769.23,55.07
824,1361.14,2027.42,-666.28,67.14
825,1811.29,2050.07,-238.78,88.35
826,2221.36,2050.07,171.29,108.36
827,2510.72,1764.75,745.97,142.27
828,2615.32,1727.01,888.31,151.44
829,2510.72,1711.91,798.80,146.66
830,2221.36,1727.01,494.35,128.62
831,1811.29,1742.11,69.18,103.97
832,1361.14,2027.42,-666.28,67.14
833,942.68,2312.74,-1370.06,40.76
834,0.00,2290.10,-2290.10,0.00
835,0.00,1989.68,-1989.68,0.00
836,0.00,1689.27,-1689.27,0.00
837,0.00,1388.85,-1388.85,0.00
838,0.00,1111.08,-1111.08,0.00
839,0.00,833.31,-833.31,0.00
840,0.00,825.76,-825.76,0.00
841,0.00,818.22,-818.22,0.00
842,0.00,810.67,-810.67,0.00
843,0.00,810.67,-810.67,0.00
844,0.00,810.67,-810.67,0.00
845,354.17,1088.44,-734.27,32.54
846,602.08,1388.85,-786.77,43.35
847,943.29,1711.91,-768.62,55.10
848,1362.02,2027.42,-665.41,67.18
849,1812.45,2050.07,-237.62,88.41
850,2222.79,2050.07,172.72,108.43
851,2512.33,1764.75,747.58,142.36
852,2617.00,1727.01,889.99,151.53
853,2512.33,1711.91,800.42,146.76
854,2222.79,1727.01,495.78,128.71
855,1812.45,1742.11,70.35,104.04
856,1362.02,2027.42,-665.41,67.18
857,943.29,2312.74,-1369.45,40.79
858,0.00,2290.10,-2290.10,0.00
859,0.00,1989.68,-1989.68,0.00
860,0.00,1689.27,-1689.27,0.00
861,0.00,1388.85,-1388.85,0.00
862,0.00,1111.08,-1111.08,0.00
863,0.00,833.31,-833.31,0.00
864,0.00,825.76,-825.76,0.00
865,0.00,818.22,-818.22,0.00
866,0.00,810.67,-810.67,0.00
867,0.00,810.67,-810.67,0.00
868,0.00,810.67,-810.67,0.00
869,354.40,1088.44,-734.04,32.56
870,602.48,1388.85,-786.38,43.38
871,943.91,1711.91,-768.01,55.14
872,1362.91,2027.42,-664.52,67.22
873,1813.63,2050.07,-236.43,88.47
874,2224.24,2050.07,174.17,108.50
875,2513.97,1764.75,749.22,142.45
876,2618.71,1727.01,891.70,151.63
877,2513.97,1711.91,802.06,146.85
878,2224.24,1727.01,497.23,128.79
879,1813.63,1742.11,71.53,104.11
880,1362.91,2027.42,-664.52,67.22
881,943.91,2312.74,-1368.84,40.81
882,0.00,2290.10,-2290.10,0.00
883,0.00,1989.68,-1989.68,0.00
884,0.00,1689.27,-1689.27,0.00
885,0.00,1388.85,-1388.85,0.00
886,0.00,1111.08,-1111.08,0.00
887,0.00,833.31,-833.31,0.00
888,0.00,825.76,-825.76,0.00
889,0.00,818.22,-818.22,0.00
890,0.00,810.67,-810.67,0.00
891,0.00,810.67,-810.67,0.00
892,0.00,810.67,-810.67,0.00
893,354.64,1088.44,-733.80,32.58
894,602.88,1388.85,-785.98,43.41
895,944.53,1711.91,-767.38,55.17
896,1363.81,2027.42,-663.62,67.27
897,1814.84,2050.07,-235.23,88.53
898,2225.71,2050.07,175.64,108.57
899,2515.64,1764.75,750.89,142.55
900,2620.44,1727.01,893.43,151.73
901,2515.64,1711.91,803.72,146.95
902,2225.71,1727.01,498.70,128.88
903,1814.84,1742.11,72.73,104.17
904,1363.81,2027.42,-663.62,67.27
905,944.53,2312.74,-1368.21,40.84
906,0.00,2290.10,-2290.10,0.00
907,0.00,1989.68,-1989.68,0.00
908,0.00,1689.27,-1689.27,0.00
909,0.00,1388.85,-1388.85,0.00
910,0.00,1111.08,-1111.08,0.00
911,0.00,833.31,-833.31,0.00
912,0.00,825.76,-825.76,0.00
913,0.00,818.22,-818.22,0.00
914,0.00,810.67,-810.67,0.00
915,0.00,810.67,-810.67,0.00
916,0.00,810.67,-810.67,0.00
917,354.88,1088.44,-733.56,32.60
918,603.28,1388.85,-785.57,43.44
919,945.17,1711.91,-766.75,55.21
920,1364.73,2027.42,-662.70,67.31
921,1816.06,2050.07,-234.01,88.59
922,2227.21,2050.07,177.14,108.64
923,2517.33,1764.75,752.58,142.65
924,2622.20,1727.01,895.19,151.83
925,2517.33,1711.91,805.42,147.05
926,2227.21,1727.01,500.20,128.96
927,1816.06,1742.11,73.95,104.24
928,1364.73,2027.42,-662.70,67.31
929,945.17,2312.74,-1367.58,40.87
930,0.00,2290.10,-2290.10,0.00
931,0.00,1989.68,-1989.68,0.00
932,0.00,1689.27,-1689.27,0.00
933,0.00,1388.85,-1388.85,0.00
934,0.00,1111.08,-1111.08,0.00
935,0.00,833.31,-833.31,0.00
936,0.00,825.76,-825.76,0.00
937,0.00,818.22,-818.22,0.00
938,0.00,810.67,-810.67,0.00
939,0.00,810.67,-810.67,0.00
940,0.00,810.67,-810.67,0.00
941,355.12,1088.44,-733.32,32.63
942,603.69,1388.85,-785.16,43.47
943,945.81,1711.91,-766.10,55.25
944,1365.66,2027.42,-661.77,67.36
945,1817.30,2050.07,-232.77,88.65
946,2228.73,2050.07,178.66,108.71
947,2519.05,1764.75,754.30,142.74
948,2623.99,1727.01,896.98,151.94
949,2519.05,1711.91,807.13,147.15
950,2228.73,1727.01,501.72,129.05
951,1817.30,1742.11,75.19,104.32
952,1365.66,2027.42,-661.77,67.36
953,945.81,2312.74,-1366.93,40.90
954,0.00,2290.10,-2290.10,0.00
955,0.00,1989.68,-1989.68,0.00
956,0.00,1689.27,-1689.27,0.00
957,0.00,1388.85,-1388.85,0.00
958,0.00,1111.08,-1111.08,0.00
959,0.00,833.31,-833.31,0.00
960,0.00,825.76,-825.76,0.00
961,0.00,818.22,-818.22,0.00
962,0.00,810.67,-810.67,0.00
963,0.00,810.67,-810.67,0.00
964,0.00,810.67,-810.67,0.00
965,355.36,1088.44,-733.07,32.65
966,604.11,1388.85,-784.74,43.50
967,946.47,1711.91,-765.45,55.29
968,1366.60,2027.42,-660.82,67.41
969,1818.55,2050.07,-231.52,88.71
970,2230.27,2050.07,180.20,108.79
971,2520.79,1764.75,756.04,142.84
972,2625.81,1727.01,898.80,152.04
973,2520.79,1711.91,808.87,147.25
974,2230.27,1727.01,503.26,129.14
975,1818.55,1742.11,76.45,104.39
976,1366.60,2027.42,-660.82,67.41
977,946.47,2312.74,-1366.28,40.92
978,0.00,2290.10,-2290.10,0.00
979,0.00,1989.68,-1989.68,0.00
980,0.00,1689.27,-1689.27,0.00
981,0.00,1388.85,-1388.85,0.00
982,0.00,1111.08,-1111.08,0.00
983,0.00,833.31,-833.31,0.00
984,0.00,825.76,-825.76,0.00
985,0.00,818.22,-818.22,0.00
986,0.00,810.67,-810.67,0.00
987,0.00,810.67,-810.67,0.00
988,0.00,810.67,-810.67,0.00
989,355.61,1088.44,-732.83,32.67
990,604.53,1388.85,-784.32,43.53
991,947.13,1711.91,-764.78,55.33
992,1367.56,2027.42,-659.87,67.45
993,1819.83,2050.07,-230.24,88.77
994,2231.83,2050.07,181.76,108.87
995,2522.55,1764.75,757.80,142.94
996,2627.64,1727.01,900.63,152.15
997,2522.55,1711.91,810.64,147.35
998,2231.83,1727.01,504.82,129.23
999,1819.83,1742.11,77.72,104.46
1000,1367.56,2027.42,-659.87,67.45
1001,947.13,2312.74,-1365.61,40.95
1002,0.00,2290.10,-2290.10,0.00
1003,0.00,1989.68,-1989.68,0.00
1004,0.00,1689.27,-1689.27,0.00
1005,0.00,1388.85,-1388.85,0.00
1006,0.00,1111.08,-1111.08,0.00
1007,0.00,833.31,-833.31,0.00
1008,0.00,825.76,-825.76,0.00
1009,0.00,818.22,-818.22,0.00
1010,0.00,810.67,-810.67,0.00
1011,0.00,810.67,-810.67,0.00
1012,0.00,810.67,-810.67,0.00
1013,355.87,1088.44,-732.57,32.70
1014,604.96,1388.85,-783.89,43.56
1015,947.80,1711.91,-764.11,55.36
1016,1368.53,2027.42,-658.90,67.50
1017,1821.12,2050.07,-228.95,88.83
1018,2233.41,2050.07,183.35,108.94
1019,2524.34,1764.75,759.59,143.04
1020,2629.51,1727.01,902.50,152.26
1021,2524.34,1711.91,812.43,147.46
1022,2233.41,1727.01,506.40,129.32
1023,1821.12,1742.11,79.01,104.54
1024,1368.53,2027.42,-658.90,67.50
1025,947.80,2312.74,-1364.94,40.98
1026,0.00,2290.10,-2290.10,0.00
1027,0.00,1989.68,-1989.68,0.00
1028,0.00,1689.27,-1689.27,0.00
1029,0.00,1388.85,-1388.85,0.00
1030,0.00,1111.08,-1111.08,0.00
1031,0.00,833.31,-833.31,0.00
1032,0.00,825.76,-825.76,0.00
1033,0.00,818.22,-818.22,0.00
1034,0.00,810.67,-810.67,0.00
1035,0.00,810.67,-810.67,0.00
1036,0.00,810.67,-810.67,0.00
1037,356.12,1088.44,-732.32,32.72
1038,605.40,1388.85,-783.46,43.59
1039,948.48,1711.91,-763.43,55.40
1040,1369.51,2027.42,-657.91,67.55
1041,1822.42,2050.07,-227.65,88.90
1042,2235.02,2050.07,184.95,109.02
1043,2526.15,1764.75,761.40,143.15
1044,2631.39,1727.01,904.39,152.37
1045,2526.15,1711.91,814.24,147.56
1046,2235.02,1727.01,508.01,129.42
1047,1822.42,1742.11,80.32,104.61
1048,1369.51,2027.42,-657.91,67.55
1049,948.48,2312.74,-1364.26,41.01
1050,0.00,2290.10,-2290.10,0.00
1051,0.00,1989.68,-1989.68,0.00
1052,0.00,1689.27,-1689.27,0.00
1053,0.00,1388.85,-1388.85,0.00
1054,0.00,1111.08,-1111.08,0.00
1055,0.00,833.31,-833.31,0.00
1056,0.00,825.76,-825.76,0.00
1057,0.00,818.22,-818.22,0.00
1058,0.00,810.67,-810.67,0.00
1059,0.00,810.67,-810.67,0.00
1060,0.00,810.67,-810.67,0.00
1061,356.38,1088.44,-732.06,32.74
1062,605.83,1388.85,-783.02,43.62
1063,949.17,1711.91,-762.74,55.44
1064,1370.50,2027.42,-656.92,67.60
1065,1823.75,2050.07,-226.32,88.96
1066,2236.64,2050.07,186.57,109.10
1067,2527.99,1764.75,763.24,143.25
1068,2633.30,1727.01,906.30,152.48
1069,2527.99,1711.91,816.07,147.67
1070,2236.64,1727.01,509.63,129.51
1071,1823.75,1742.11,81.64,104.69
1072,1370.50,2027.42,-656.92,67.60
1073,949.17,2312.74,-1363.57,41.04
1074,0.00,2290.10,-2290.10,0.00
1075,0.00,1989.68,-1989.68,0.00
1076,0.00,1689.27,-1689.27,0.00
1077,0.00,1388.85,-1388.85,0.00
1078,0.00,1111.08,-1111.08,0.00
1079,0.00,833.31,-833.31,0.00
1080,0.00,825.76,-825.76,0.00
1081,0.00,818.22,-818.22,0.00
1082,0.00,810.67,-810.67,0.00
1083,0.00,810.67,-810.67,0.00
1084,0.00,810.67,-810.67,0.00
1085,356.64,1088.44,-731.80,32.77
1086,606.28,1388.85,-782.57,43.65
1087,949.87,1711.91,-762.05,55.49
1088,1371.51,2027.42,-655.91,67.65
1089,1825.08,2050.07,-224.98,89.03
1090,2238.28,2050.07,188.21,109.18
1091,2529.84,1764.75,765.09,143.35
1092,2635.24,1727.01,908.23,152.59
1093,2529.84,1711.91,817.93,147.78
1094,2238.28,1727.01,511.27,129.60
1095,1825.08,1742.11,82.98,104.76
1096,1371.51,2027.42,-655.91,67.65
1097,949.87,2312.74,-1362.88,41.07
1098,0.00,2290.10,-2290.10,0.00
1099,0.00,1989.68,-1989.68,0.00
1100,0.00,1689.27,-1689.27,0.00
1101,0.00,1388.85,-1388.85,0.00
1102,0.00,1111.08,-1111.08,0.00
1103,0.00,833.31,-833.31,0.00
1104,0.00,825.76,-825.76,0.00
1105,0.00,818.22,-818.22,0.00
1106,0.00,810.67,-810.67,0.00
1107,0.00,810.67,-810.67,0.00
1108,0.00,810.67,-810.67,0.00
1109,356.91,1088.44,-731.53,32.79
1110,606.73,1388.85,-782.12,43.69
1111,950.57,1711.91,-761.34,55.53
1112,1372.53,2027.42,-654.90,67.70
1113,1826.44,2050.07,-223.63,89.09
1114,2239.94,2050.07,189.87,109.26
1115,2531.72,1764.75,766.97,143.46
1116,2637.19,1727.01,910.18,152.70
1117,2531.72,1711.91,819.81,147.89
1118,2239.94,1727.01,512.93,129.70
1119,1826.44,1742.11,84.33,104.84
1120,1372.53,2027.42,-654.90,67.70
1121,950.57,2312.74,-1362.17,41.10
1122,0.00,2290.10,-2290.10,0.00
1123,0.00,1989.68,-1989.68,0.00
1124,0.00,1689.27,-1689.27,0.00
1125,0.00,1388.85,-1388.85,0.00
1126,0.00,1111.08,-1111.08,0.00
1127,0.00,833.31,-833.31,0.00
1128,0.00,825.76,-825.76,0.00
1129,0.00,818.22,-818.22,0.00
1130,0.00,810.67,-810.67,0.00
1131,0.00,810.67,-810.67,0.00
1132,0.00,810.67,-810.67,0.00
1133,357.17,1088.44,-731.27,32.82
1134,607.18,1388.85,-781.67,43.72
1135,951.28,1711.91,-760.63,55.57
1136,1373.56,2027.42,-653.87,67.75
1137,1827.81,2050.07,-222.26,89.16
1138,2241.62,2050.07,191.55,109.34
1139,2533.62,1764.75,768.87,143.57
1140,2639.17,1727.01,912.16,152.82
1141,2533.62,1711.91,821.70,148.00
1142,2241.62,1727.01,514.61,129.80
1143,1827.81,1742.11,85.70,104.92
1144,1373.56,2027.42,-653.87,67.75
1145,951.28,2312.74,-1361.46,41.13
1146,0.00,2290.10,-2290.10,0.00
1147,0.00,1989.68,-1989.68,0.00
1148,0.00,1689.27,-1689.27,0.00
1149,0.00,1388.85,-1388.85,0.00
1150,0.00,1111.08,-1111.08,0.00
1151,0.00,833.31,-833.31,0.00
1152,0.00,825.76,-825.76,0.00
1153,0.00,818.22,-818.22,0.00
1154,0.00,810.67,-810.67,0.00
1155,0.00,810.67,-810.67,0.00
1156,0.00,810.67,-810.67,0.00
1157,357.44,1088.44,-731.00,32.84
1158,607.64,1388.85,-781.21,43.75
1159,952.00,1711.91,-759.91,55.61
1160,1374.60,2027.42,-652.83,67.80
1161,1829.19,2050.07,-220.88,89.23
1162,2243.32,2050.07,193.25,109.43
1163,2535.54,1764.75,770.79,143.68
1164,2641.17,1727.01,914.16,152.93
1165,2535.54,1711.91,823.62,148.11
1166,2243.32,1727.01,516.31,129.90
1167,1829.19,1742.11,87.09,105.00
1168,1374.60,2027.42,-652.83,67.80
1169,952.00,2312.74,-1360.74,41.16
1170,0.00,2290.10,-2290.10,0.00
1171,0.00,1989.68,-1989.68,0.00
1172,0.00,1689.27,-1689.27,0.00
1173,0.00,1388.85,-1388.85,0.00
1174,0.00,1111.08,-1111.08,0.00
1175,0.00,833.31,-833.31,0.00
1176,0.00,825.76,-825.76,0.00
1177,0.00,818.22,-818.22,0.00
1178,0.00,810.67,-810.67,0.00
1179,0.00,810.67,-810.67,0.00
1180,0.00,810.67,-810.67,0.00
1181,357.72,1088.44,-730.72,32.87
1182,608.11,1388.85,-780.75,43.78
1183,952.73,1711.91,-759.18,55.65
1184,1375.65,2027.42,-651.78,67.85
1185,1830.59,2050.07,-219.48,89.29
1186,2245.03,2050.07,194.96,109.51
1187,2537.47,1764.75,772.72,143.79
1188,2643.19,1727.01,916.18,153.05
1189,2537.47,1711.91,825.56,148.22
1190,2245.03,1727.01,518.02,130.00
1191,1830.59,1742.11,88.48,105.08
1192,1375.65,2027.42,-651.78,67.85
1193,952.73,2312.74,-1360.01,41.19
1194,0.00,2290.10,-2290.10,0.00
1195,0.00,1989.68,-1989.68,0.00
1196,0.00,1689.27,-1689.27,0.00
1197,0.00,1388.85,-1388.85,0.00
1198,0.00,1111.08,-1111.08,0.00
1199,0.00,833.31,-833.31,0.00
1200,0.00,825.76,-825.76,0.00
1201,0.00,818.22,-818.22,0.00
1202,0.00,810.67,-810.67,0.00
1203,0.00,810.67,-810.67,0.00
1204,0.00,810.67,-810.67,0.00
1205,357.99,1088.44,-730.45,32.89
1206,608.58,1388.85,-780.28,43.82
1207,953.47,1711.91,-758.45,55.70
1208,1376.71,2027.42,-650.72,67.90
1209,1832.00,2050.07,-218.07,89.36
1210,2246.76,2050.07,196.70,109.59
1211,2539.43,1764.75,774.68,143.90
1212,2645.22,1727.01,918.22,153.17
1213,2539.43,1711.91,827.52,148.34
1214,2246.76,1727.01,519.75,130.10
1215,1832.00,1742.11,89.90,105.16
1216,1376.71,2027.42,-650.72,67.90
1217,953.47,2312.74,-1359.28,41.23
1218,0.00,2290.10,-2290.10,0.00
1219,0.00,1989.68,-1989.68,0.00
1220,0.00,1689.27,-1689.27,0.00
1221,0.00,1388.85,-1388.85,0.00
1222,0.00,1111.08,-1111.08,0.00
1223,0.00,833.31,-833.31,0.00
1224,0.00,825.76,-825.76,0.00
1225,0.00,818.22,-818.22,0.00
1226,0.00,810.67,-810.67,0.00
1227,0.00,810.67,-810.67,0.00
1228,0.00,810.67,-810.67,0.00
1229,358.27,1088.44,-730.17,32.92
1230,609.05,1388.85,-779.80,43.85
1231,954.21,1711.91,-757.71,55.74
1232,1377.78,2027.42,-649.65,67.96
1233,1833.43,2050.07,-216.64,89.43
1234,2248.51,2050.07,198.44,109.68
1235,2541.41,1764.75,776.66,144.01
1236,2647.28,1727.01,920.27,153.29
1237,2541.41,1711.91,829.49,148.45
1238,2248.51,1727.01,521.50,130.20
1239,1833.43,1742.11,91.32,105.24
1240,1377.78,2027.42,-649.65,67.96
1241,954.21,2312.74,-1358.54,41.26
1242,0.00,2290.10,-2290.10,0.00
1243,0.00,1989.68,-1989.68,0.00
1244,0.00,1689.27,-1689.27,0.00
1245,0.00,1388.85,-1388.85,0.00
1246,0.00,1111.08,-1111.08,0.00
1247,0.00,833.31,-833.31,0.00
1248,0.00,825.76,-825.76,0.00
1249,0.00,818.22,-818.22,0.00
1250,0.00,810.67,-810.67,0.00
1251,0.00,810.67,-810.67,0.00
1252,0.00,810.67,-810.67,0.00
1253,358.55,1088.44,-729.89,32.94
1254,609.53,1388.85,-779.33,43.89
1255,954.96,1711.91,-756.96,55.78
1256,1378.86,2027.42,-648.57,68.01
1257,1834.86,2050.07,-215.20,89.50
1258,2250.27,2050.07,200.21,109.77
1259,2543.40,1764.75,778.65,144.12
1260,2649.36,1727.01,922.35,153.41
1261,2543.40,1711.91,831.49,148.57
1262,2250.27,1727.01,523.27,130.30
1263,1834.86,1742.11,92.76,105.32
1264,1378.86,2027.42,-648.57,68.01
1265,954.96,2312.74,-1357.79,41.29
1266,0.00,2290.10,-2290.10,0.00
1267,0.00,1989.68,-1989.68,0.00
1268,0.00,1689.27,-1689.27,0.00
1269,0.00,1388.85,-1388.85,0.00
1270,0.00,1111.08,-1111.08,0.00
1271,0.00,833.31,-833.31,0.00
1272,0.00,825.76,-825.76,0.00
1273,0.00,818.22,-818.22,0.00
1274,0.00,810.67,-810.67,0.00
1275,0.00,810.67,-810.67,0.00
1276,0.00,810.67,-810.67,0.00
1277,358.84,1088.44,-729.60,32.97
1278,610.01,1388.85,-778.84,43.92
1279,955.71,1711.91,-756.20,55.83
1280,1379.95,2027.42,-647.48,68.06
1281,1836.31,2050.07,-213.75,89.57
1282,2252.05,2050.07,201.98,109.85
1283,2545.41,1764.75,780.66,144.24
1284,2651.45,1727.01,924.44,153.53
1285,2545.41,1711.91,833.50,148.69
1286,2252.05,1727.01,525.04,130.40
1287,1836.31,1742.11,94.21,105.41
1288,1379.95,2027.42,-647.48,68.06
1289,955.71,2312.74,-1357.03,41.32
1290,0.00,2290.10,-2290.10,0.00
1291,0.00,1989.68,-1989.68,0.00
1292,0.00,1689.27,-1689.27,0.00
1293,0.00,1388.85,-1388.85,0.00
1294,0.00,1111.08,-1111.08,0.00
1295,0.00,833.31,-833.31,0.00
1296,0.00,825.76,-825.76,0.00
1297,0.00,818.22,-818.22,0.00
1298,0.00,810.67,-810.67,0.00
1299,0.00,810.67,-810.67,0.00
1300,0.00,810.67,-810.67,0.00
1301,359.12,1088.44,-729.32,32.99
1302,610.50,1388.85,-778.36,43.96
1303,956.47,1711.91,-755.44,55.87
1304,1381.05,2027.42,-646.38,68.12
1305,1837.78,2050.07,-212.29,89.64
1306,2253.85,2050.07,203.78,109.94
1307,2547.44,1764.75,782.69,144.35
1308,2653.56,1727.01,926.55,153.65
1309,2547.44,1711.91,835.52,148.81
1310,2253.85,1727.01,526.84,130.51
1311,1837.78,1742.11,95.67,105.49
1312,1381.05,2027.42,-646.38,68.12
1313,956.47,2312.74,-1356.27,41.36
1314,0.00,2290.10,-2290.10,0.00
1315,0.00,1989.68,-1989.68,0.00
1316,0.00,1689.27,-1689.27,0.00
1317,0.00,1388.85,-1388.85,0.00
1318,0.00,1111.08,-1111.08,0.00
1319,0.00,833.31,-833.31,0.00
1320,0.00,825.76,-825.76,0.00
1321,0.00,818.22,-818.22,0.00
1322,0.00,810.67,-810.67,0.00
1323,0.00,810.67,-810.67,0.00
1324,0.00,810.67,-810.67,0.00
1325,359.41,1088.44,-729.03,33.02
1326,610.99,1388.85,-777.87,43.99
1327,957.24,1711.91,-754.67,55.92
1328,1382.16,2027.42,-645.27,68.17
1329,1839.25,2050.07,-210.82,89.72
1330,2255.65,2050.07,205.59,110.03
1331,2549.48,1764.75,784.73,144.47
1332,2655.69,1727.01,928.68,153.77
1333,2549.48,1711.91,837.57,148.93
1334,2255.65,1727.01,528.64,130.61
1335,1839.25,1742.11,97.15,105.58
1336,1382.16,2027.42,-645.27,68.17
1337,957.24,2312.74,-1355.50,41.39
1338,0.00,2290.10,-2290.10,0.00
1339,0.00,1989.68,-1989.68,0.00
1340,0.00,1689.27,-1689.27,0.00
1341,0.00,1388.85,-1388.85,0.00
1342,0.00,1111.08,-1111.08,0.00
1343,0.00,833.31,-833.31,0.00
1344,0.00,825.76,-825.76,0.00
1345,0.00,818.22,-818.22,0.00
1346,0.00,810.67,-810.67,0.00
1347,0.00,810.67,-810.67,0.00
1348,0.00,810.67,-810.67,0.00
1349,359.70,1088.44,-728.74,33.05
1350,611.48,1388.85,-777.37,44.03
1351,958.01,1711.91,-753.90,55.96
1352,1383.27,2027.42,-644.15,68.23
1353,1840.74,2050.07,-209.33,89.79
1354,2257.48,2050.07,207.41,110.12
1355,2551.54,1764.75,786.79,144.58
1356,2657.84,1727.01,930.83,153.90
1357,2551.54,1711.91,839.62,149.05
1358,2257.48,1727.01,530.47,130.72
1359,1840.74,1742.11,98.63,105.66
1360,1383.27,2027.42,-644.15,68.23
1361,958.01,2312.74,-1354.73,41.42
1362,0.00,2290.10,-2290.10,0.00
1363,0.00,1989.68,-1989.68,0.00
